Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vgv_ncmterne;vgv_ncmtoret;vgv_ncmtoros;vgv_nchterne;vgv_nchvacon;vgv_nchvacas;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;subtotal_machos;subtotal_hembras;TOTAL;fact_exp_fin
09035002156540006;GUAYAS;02;15654;0006; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;31,1285735010971
09045003002380003;GUAYAS;03;00238;0003; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;752,321487657133
09045003002380005;GUAYAS;03;00238;0005; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1; ;1;613,182501474994
09045003002380006;GUAYAS;03;00238;0006; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;122,659969302554
09045003002380007;GUAYAS;03;00238;0007; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;244,471499629086
09055003003160002;GUAYAS;03;00316;0002; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;211,776913666436
09185003005140007;GUAYAS;03;00514;0007; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1; ;1;23,7034285280007
09185003005140008;GUAYAS;03;00514;0008; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;14,6309756845957
09185003005140014;GUAYAS;03;00514;0014; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;61,4429553621707
09185003005140022;GUAYAS;03;00514;0022; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;62,686407805596
09185003005150008;GUAYAS;03;00515;0008; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1; ;1;25,4326038268334
09185003005150010;GUAYAS;03;00515;0010; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;53,8294988290804
09185003005150024;GUAYAS;03;00515;0024; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;68,0471001824811
09185003005150031;GUAYAS;03;00515;0031; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;28,5411484702752
09185003005150032;GUAYAS;03;00515;0032; ; ; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;2;2;6,70326141997474
09145003005290001;GUAYAS;03;00529;0001; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;79,1961470611506
09145003005290007;GUAYAS;03;00529;0007; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;6,71854203035188
09145003005290010;GUAYAS;03;00529;0010; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;16,0800451517255
09285003008800002;GUAYAS;03;00880;0002; ;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2; ;2;46,5520037612175
09095003013250006;GUAYAS;03;01325;0006; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;10,6670225368497
09015803016200001;GUAYAS;03;01620;0001; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;5,18244457248813
09055004000150001;GUAYAS;04;00015;0001; ; ;1;6;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1;8;9;22,9437910380603
09055004000150004;GUAYAS;04;00015;0004; ; ; ; ;2;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;5;5;44,9279919137108
09055004000150005;GUAYAS;04;00015;0005; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;56,4302683851988
09055004000150007;GUAYAS;04;00015;0007; ; ; ; ; ;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;3;3;37,0300723060716
09055004000150009;GUAYAS;04;00015;0009; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1; ;1;27,9641536737016
09055004000150012;GUAYAS;04;00015;0012; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;54,9773363972472
09055004000150013;GUAYAS;04;00015;0013; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;32,1227709364191
09055004000150014;GUAYAS;04;00015;0014; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;43,85525535661
09055004000150016;GUAYAS;04;00015;0016;2; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2; ;2;30,8027762925654
09055004000150017;GUAYAS;04;00015;0017; ;4; ; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4;4;8;12,4323576164851
09055004000150020;GUAYAS;04;00015;0020; ; ; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;1;1;19,3520099987172
09055004000150023;GUAYAS;04;00015;0023; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;45,1755815740994
09055004000150025;GUAYAS;04;00015;0025; ; ; ; ; ;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;3;3;29,2067465969639
09055004000150026;GUAYAS;04;00015;0026; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;36,9208072322957
09055004000150027;GUAYAS;04;00015;0027; ; ; ; ; ;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;1;1;14,7919696193733
09055104000380002;GUAYAS;04;00038;0002; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;17,1203473381356
09055104000380009;GUAYAS;04;00038;0009; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;48,0473439320033
09055104000380013;GUAYAS;04;00038;0013; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;30,9233188516686
09055104000380014;GUAYAS;04;00038;0014; ;3; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3; ;3;39,7742004204638
09025004000820005;GUAYAS;04;00082;0005; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;42,4891548721165
09255004001020001;GUAYAS;04;00102;0001; ;5; ; ; ;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5;5;10;23,1647674766808
09255004001020006;GUAYAS;04;00102;0006; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;28,6446049442828
09145204001280001;GUAYAS;04;00128;0001; ; ; ; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;2;2;11,4878483524368
09145204001280005;GUAYAS;04;00128;0005; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;19,1595727419997
09075004001760001;GUAYAS;04;00176;0001; ; ; ; ; ;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;5;5;52,932612080287
09075004001760003;GUAYAS;04;00176;0003; ;8; ; ;3;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8;5;13;27,1158668746521
09075004001760007;GUAYAS;04;00176;0007; ; ; ; ; ;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;5;5;23,2612077033676
09075004001760008;GUAYAS;04;00176;0008; ; ; ; ; ;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;1;1;71,9709763564379
09015004001870008;GUAYAS;04;00187;0008; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;27,4393298727678
09015304002410009;GUAYAS;04;00241;0009; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;30,5991096305717
09135051000993349;GUAYAS;51;00099;3349; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09195251000993386;GUAYAS;51;00099;3386; ;1; ; ;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1;2;3;1
09195251000993405;GUAYAS;51;00099;3405; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09115452000990150;GUAYAS;52;00099;0150; ; ;40; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40; ;40;1
09115054000992194;GUAYAS;54;00099;2194; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09035054000992197;GUAYAS;54;00099;2197; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09115054000992210;GUAYAS;54;00099;2210; ;16; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16; ;16;1
09115054000992232;GUAYAS;54;00099;2232; ;41; ; ;38;20; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41;58;99;1
09115054000992241;GUAYAS;54;00099;2241; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09035054000994102;GUAYAS;54;00099;4102; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09035061000992290;GUAYAS;61;00099;2290; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09035061000992306;GUAYAS;61;00099;2306;250; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;250; ;250;1
09035061000992308;GUAYAS;61;00099;2308;325; ;30;25; ;100; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;355;125;480;1
09035061000992337;GUAYAS;61;00099;2337; ; ; ; ; ;120; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;120;120;1
09035061000992344;GUAYAS;61;00099;2344; ;43; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43; ;43;1
09035061000992350;GUAYAS;61;00099;2350; ;3; ; ; ;10; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;10;13;1
09035061000992421;GUAYAS;61;00099;2421; ; ; ; ; ;50; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;50;50;1
09045061000992478;GUAYAS;61;00099;2478; ; ; ; ; ;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;5;5;1
09085261000992499;GUAYAS;61;00099;2499; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09045061000992551;GUAYAS;61;00099;2551; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09085261000992568;GUAYAS;61;00099;2568; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09045061000992584;GUAYAS;61;00099;2584; ;6; ; ;10;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;6;14;20;1
09195161000992599;GUAYAS;61;00099;2599; ;12; ;10; ;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12;15;27;1
09025061000992637;GUAYAS;61;00099;2637; ;100; ; ;10;20; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;100;30;130;1
09085261000992857;GUAYAS;61;00099;2857; ;2; ; ; ;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2;5;7;1
09085061000992903;GUAYAS;61;00099;2903;10;20; ; ; ;10; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30;10;40;1
09085261000992914;GUAYAS;61;00099;2914; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09085261000992951;GUAYAS;61;00099;2951; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
09085261000993006;GUAYAS;61;00099;3006;5;13; ; ;13;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;18;18;36;1
09015861000993260;GUAYAS;61;00099;3260; ;3; ; ;2;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;3;6;1
09045064000990951;GUAYAS;64;00099;0951; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1
10015501000450001;IMBABURA;01;00045;0001; ;9; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9; ;9;4,94811467187479
10015501000510001;IMBABURA;01;00051;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;3,61849188753553
10015501000510002;IMBABURA;01;00051;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;3,63440389367201
10015501002480001;IMBABURA;01;00248;0001; ; ;1; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;10,2532978522371
10015501002870001;IMBABURA;01;00287;0001; ;4; ; ;2;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4;8;12;2,16684430336063
10015501002870002;IMBABURA;01;00287;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;42,8037020277783
10015501004750001;IMBABURA;01;00475;0001; ; ;5; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;2;7;10,2269745091527
10015501004950001;IMBABURA;01;00495;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;49,1303855419695
10015301007740001;IMBABURA;01;00774;0001; ; ;7; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7; ;7;6,27189442325066
10015301009340002;IMBABURA;01;00934;0002; ;4; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;8,76250252218134
10015301009340003;IMBABURA;01;00934;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,83187542263912
10015301011560001;IMBABURA;01;01156;0001; ; ;20; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20; ;20;14,6613258854827
10015501012860001;IMBABURA;01;01286;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;29,4782313251817
10015501012920002;IMBABURA;01;01292;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;22,2771205300302
10015501012920003;IMBABURA;01;01292;0003; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;30,6973199584298
10065201014450001;IMBABURA;01;01445;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;27,5496999247076
10065201014450002;IMBABURA;01;01445;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;5,30215120768935
10065201014450003;IMBABURA;01;01445;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,91064714406432
10015301015400001;IMBABURA;01;01540;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,7983921138015
10065201017160001;IMBABURA;01;01716;0001; ; ;3; ; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;4;7;15,9341790946928
10015301018010001;IMBABURA;01;01801;0001; ;3; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;21,0558795179869
10065201018410001;IMBABURA;01;01841;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,5507180722626
10065201020890001;IMBABURA;01;02089;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;5,50469941048371
10065201021160002;IMBABURA;01;02116;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;13,8977123190869
10065201021160003;IMBABURA;01;02116;0003;12; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12; ;12;7,76967569114923
10065201022470001;IMBABURA;01;02247;0001; ; ;1; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;2;3;19,6323035559628
10065201022930001;IMBABURA;01;02293;0001; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;19,6521542167878
10065201023720001;IMBABURA;01;02372;0001; ; ;16; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16; ;16;11,7912925300727
10065201024170001;IMBABURA;01;02417;0001; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;9,44515285249183
10015301024480001;IMBABURA;01;02448;0001; ;7; ; ;3;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7;13;20;42,3806264205882
10065201026130001;IMBABURA;01;02613;0001; ;4; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;19,6521542167878
10065101027140001;IMBABURA;01;02714;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;44,4618873682982
10065101027840001;IMBABURA;01;02784;0001; ; ; ; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;3;3;19,6521542167878
10015601027980001;IMBABURA;01;02798;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,196064059362698
10015601027990001;IMBABURA;01;02799;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,196064059362698
10065101028900001;IMBABURA;01;02890;0001; ; ;17; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17; ;17;2,94782313251817
10065101030450003;IMBABURA;01;03045;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;46,2857362190895
10065101030450006;IMBABURA;01;03045;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,0877796221683188
10065101030450011;IMBABURA;01;03045;0011; ;4;4; ; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8;4;12;3,86999518630378
10015601031200001;IMBABURA;01;03120;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,196064059362698
10015601031270001;IMBABURA;01;03127;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,196064059362698
10065301034510005;IMBABURA;01;03451;0005; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;24,8426349481629
10065301035140002;IMBABURA;01;03514;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,9140931083246
10065301035140008;IMBABURA;01;03514;0008; ; ;4; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;8,86181140815685
10015601035860001;IMBABURA;01;03586;0001;16; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16; ;16;5,43523765575281
10065301037090003;IMBABURA;01;03709;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;9,65797412256893
10065501037690003;IMBABURA;01;03769;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;19,3846665621704
10015601041290001;IMBABURA;01;04129;0001; ; ; ; ; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;10;10;8,79299665175183
10065301043750002;IMBABURA;01;04375;0002; ; ; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;29,3416020625316
10065301043750003;IMBABURA;01;04375;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;56,4141601604139
10065301043750007;IMBABURA;01;04375;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;43,1595986872807
10035701044190001;IMBABURA;01;04419;0001; ; ;8; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8; ;8;10,5600062110955
10035701044190002;IMBABURA;01;04419;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,86800236745014
10035701044190003;IMBABURA;01;04419;0003; ; ;7; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7; ;7;5,21885514930658
10035701045830001;IMBABURA;01;04583;0001; ; ;25; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25; ;25;6,615570181178
10035701047670001;IMBABURA;01;04767;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,6227448682787
10035701047670002;IMBABURA;01;04767;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,65828139372416
10065001048040009;IMBABURA;01;04804;0009; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;17,3778037849573
10065501050000003;IMBABURA;01;05000;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,1078868770026
10065501051020005;IMBABURA;01;05102;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;3,10504036625247
10065501051020007;IMBABURA;01;05102;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;5,67292185057941
10065501051030004;IMBABURA;01;05103;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;21,8924997975016
10065501051830003;IMBABURA;01;05183;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;28,1156819661511
10065501051830006;IMBABURA;01;05183;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;24,2507583035161
10035701052980001;IMBABURA;01;05298;0001; ;9; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9; ;9;13,3443040170543
10035701053070001;IMBABURA;01;05307;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1,84031506376764
10035701053070002;IMBABURA;01;05307;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,757363789431591
10035701053070004;IMBABURA;01;05307;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,28559799927058
10035701056420001;IMBABURA;01;05642;0001; ; ;12; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12; ;12;26,7740520664684
10065001059780010;IMBABURA;01;05978;0010;2; ;3;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;1;6;,517506727708746
10035101060050001;IMBABURA;01;06005;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,37649133798233
10035101060050002;IMBABURA;01;06005;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,6715978023907
10035101060050003;IMBABURA;01;06005;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;50,2713022728886
10035701060750001;IMBABURA;01;06075;0001; ; ;5; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5; ;5;22,1158197317833
10035701060750003;IMBABURA;01;06075;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;12,5151468770577
10035701060750004;IMBABURA;01;06075;0004; ; ;4; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;,393043084335756
10065401061050004;IMBABURA;01;06105;0004;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;39,6252936191165
10035101061940001;IMBABURA;01;06194;0001;3;3; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6; ;6;19,3019091571908
10035101061940002;IMBABURA;01;06194;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,61213956961118
10035701062310003;IMBABURA;01;06231;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1,75436418372783
10065401064230001;IMBABURA;01;06423;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;42,4486531082616
10065401064230002;IMBABURA;01;06423;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;30,1202016962634
10065401064230003;IMBABURA;01;06423;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;24,1950771999019
10065401064230004;IMBABURA;01;06423;0004; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;43,6872559858723
10065401064230006;IMBABURA;01;06423;0006; ; ;30; ; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30;10;40;,178120648706466
10035401064630001;IMBABURA;01;06463;0001; ; ;3; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;13,3878811802305
10035401064630002;IMBABURA;01;06463;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;13,4325451670868
10035701067080001;IMBABURA;01;06708;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,4488948180422
10065401067330002;IMBABURA;01;06733;0002; ; ;30; ; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30;10;40;,449325283803061
10055001068210001;IMBABURA;01;06821;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1,41119450619687
10065401069720003;IMBABURA;01;06972;0003; ; ;30; ; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30;10;40;,463923325949114
10035101071330001;IMBABURA;01;07133;0001; ; ;30; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30; ;30;,234358489753267
10035101071330002;IMBABURA;01;07133;0002; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;16,7335115556824
10035101071330003;IMBABURA;01;07133;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,36389234539509
10035701071430001;IMBABURA;01;07143;0001; ;9; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9; ;9;15,1107597345572
10035401071630002;IMBABURA;01;07163;0002; ; ;100; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;100; ;100;,0506813474275796
10035401071630004;IMBABURA;01;07163;0004; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;,50440529156422
10035401071630005;IMBABURA;01;07163;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,88886666986781
10025101074430006;IMBABURA;01;07443;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,296965885942571
