Identificador;ual_prov;ual_estr;ual_segm;al_ncues;gv_superficie_ha;gv_k1001;gv_k1002;gv_k1003;gv_trs;gv_trc;gv_tro;gv_znd;gv_tn;fact_exp_fin
06075401016110004;CHIMBORAZO;01;01611;0004;1,41;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,390141300534
06075401016110005;CHIMBORAZO;01;01611;0005;1,79;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,4747689938247
06075401016110007;CHIMBORAZO;01;01611;0007;,76;7;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,2343075362576
06075401016110010;CHIMBORAZO;01;01611;0010;,54;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,3950714138699
06075401016110016;CHIMBORAZO;01;01611;0016;6,51;10;3;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,25630492621622
06075401016110020;CHIMBORAZO;01;01611;0020;,52;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;101,370609507363
06075401017700002;CHIMBORAZO;01;01770;0002;1,24;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,28099503700974
06075401017700006;CHIMBORAZO;01;01770;0006;1,95;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,3013505904868
06075401017700007;CHIMBORAZO;01;01770;0007;1,23;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,72668205435115
06075401017700017;CHIMBORAZO;01;01770;0017;,6;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;94,5555743599462
06075401019240004;CHIMBORAZO;01;01924;0004;,31;3;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,1749728296742
06075401019240006;CHIMBORAZO;01;01924;0006;2,27;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,1286455974437
06075401019240007;CHIMBORAZO;01;01924;0007;1,87;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,5579279892968
06075401019240008;CHIMBORAZO;01;01924;0008;1,11;8; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,77908511042512
06075401019240016;CHIMBORAZO;01;01924;0016;,1;15;3;12;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,2837131388132
06075401019240019;CHIMBORAZO;01;01924;0019;,25;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;515,189500935321
06075401019240020;CHIMBORAZO;01;01924;0020;,27;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;109,880207022979
06075401019240023;CHIMBORAZO;01;01924;0023;,26;10;10; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,1459749328074
06095201020320006;CHIMBORAZO;01;02032;0006;,88;19;6;13;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,56732236173441
06016001021030007;CHIMBORAZO;01;02103;0007;,86;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,8095618728222
06016001021030008;CHIMBORAZO;01;02103;0008;1,61;7;4;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,2892868748542
06016001021030009;CHIMBORAZO;01;02103;0009;2,71;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,5203597746378
06016001021030010;CHIMBORAZO;01;02103;0010;2,71;16;3;13;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,51613395856402
06075401021180001;CHIMBORAZO;01;02118;0001;,19;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,9009452040101
06075401021180002;CHIMBORAZO;01;02118;0002;,61;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,6556874602225
06075401021180005;CHIMBORAZO;01;02118;0005;,16;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,5416416874529
06075401021180007;CHIMBORAZO;01;02118;0007;,18;18; ;18;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,1432293572069
06075401021180009;CHIMBORAZO;01;02118;0009;1,27;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,3789274948961
06075401021180010;CHIMBORAZO;01;02118;0010;,2;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,2088138569523
06075401021180012;CHIMBORAZO;01;02118;0012;,14;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,8350525878476
06075401021180025;CHIMBORAZO;01;02118;0025;,17;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;62,4918217812098
06075401021180027;CHIMBORAZO;01;02118;0027;,19;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;76,0082715254986
06075401021180029;CHIMBORAZO;01;02118;0029;,23;5;5; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,7759927626187
06075401021180036;CHIMBORAZO;01;02118;0036;,21;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,1428371321211
06075401021180041;CHIMBORAZO;01;02118;0041;,2;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;91,1996032948548
06075401021180043;CHIMBORAZO;01;02118;0043;2,51;6;6; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,5712905067242
06095201021830002;CHIMBORAZO;01;02183;0002;5,02;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,18249924733651
06095201021830003;CHIMBORAZO;01;02183;0003;5,52;9; ;9;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,6845210246512
06016001024330001;CHIMBORAZO;01;02433;0001;1,01;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,65717561741672
06016001024330002;CHIMBORAZO;01;02433;0002;1,01;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,3247153502774
06016001024330003;CHIMBORAZO;01;02433;0003;1,01;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,8454843285918
06016001024330005;CHIMBORAZO;01;02433;0005;1,01;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,4279242220179
06016001024330008;CHIMBORAZO;01;02433;0008;2,01;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,8464675046178
06016001024330018;CHIMBORAZO;01;02433;0018;1,01;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,634022361684
06016001024330019;CHIMBORAZO;01;02433;0019;1,02;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,34545429390041
06015201024500004;CHIMBORAZO;01;02450;0004;2,21;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,9298679428078
06015201024500005;CHIMBORAZO;01;02450;0005;,98;11; ;11;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,8937838760634
06015201024500007;CHIMBORAZO;01;02450;0007;,8;11;5;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,5573603822728
06015201024500008;CHIMBORAZO;01;02450;0008;,84;7; ;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,7251791631563
06015201024500012;CHIMBORAZO;01;02450;0012;,48;6;1;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;74,2971678574422
06015201024500015;CHIMBORAZO;01;02450;0015;1,6;12; ;12;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,86769901241372
06015201024500019;CHIMBORAZO;01;02450;0019;,71;13;10;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,2518233534782
06015201024500020;CHIMBORAZO;01;02450;0020;,59;9;2;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,330966562154
06095001028470001;CHIMBORAZO;01;02847;0001;2,09;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,024537627517
06095001028540001;CHIMBORAZO;01;02854;0001;12,03;10; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,4770243568204
06015201030950006;CHIMBORAZO;01;03095;0006;,62;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,5106677068188
06015201030950008;CHIMBORAZO;01;03095;0008;1,31;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,0301309630643
06015201030950009;CHIMBORAZO;01;03095;0009;,51;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,6614762238078
06015201030950012;CHIMBORAZO;01;03095;0012;1,31;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,1369906269986
06015201030950017;CHIMBORAZO;01;03095;0017;,63;15;5;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,580464955584
06015201030950018;CHIMBORAZO;01;03095;0018;,46;8;3;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,5584262962898
06015201030950019;CHIMBORAZO;01;03095;0019;2,48;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,937968264257
06015201030950022;CHIMBORAZO;01;03095;0022;,61;11; ;11;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,3030722431696
06015201030950023;CHIMBORAZO;01;03095;0023;,28;18;8;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,94251102455949
06015201030950024;CHIMBORAZO;01;03095;0024;,48;7;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,422220385624328
06015501030990003;CHIMBORAZO;01;03099;0003;,72;9;4;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,60784786176048
06015501031010002;CHIMBORAZO;01;03101;0002;,62;7;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,6549960159104
06016001033020002;CHIMBORAZO;01;03302;0002;6,31;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,11273990694266
06016001033020006;CHIMBORAZO;01;03302;0006;5,22;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,308094074493391
06075501034350001;CHIMBORAZO;01;03435;0001;1,21;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,4484662455254
06015901036090008;CHIMBORAZO;01;03609;0008;3;10;2;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,7410918432237
06015901040770007;CHIMBORAZO;01;04077;0007;6;6;1;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,0419417381777
06015301041580016;CHIMBORAZO;01;04158;0016;,18;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,644862695052
06015901044480005;CHIMBORAZO;01;04448;0005;3,59;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,19596057911702
06035001045140002;CHIMBORAZO;01;04514;0002;,56;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,0867209444808
06035001045140005;CHIMBORAZO;01;04514;0005;,18;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,7706100233536
06035001045140007;CHIMBORAZO;01;04514;0007;,12;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,1224974650502
06035001045140008;CHIMBORAZO;01;04514;0008;,02;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,225635825744
06035001045140019;CHIMBORAZO;01;04514;0019;,4;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,0845698702555
06035001045140022;CHIMBORAZO;01;04514;0022;,26;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,8121944904294
06035001045140025;CHIMBORAZO;01;04514;0025;1,2;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,86205335395841
06015001047450011;CHIMBORAZO;01;04745;0011;,45;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,3518000341173
06035001047640003;CHIMBORAZO;01;04764;0003;,17;13;5;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,2643540344568
06035001047640012;CHIMBORAZO;01;04764;0012;,14;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;75,0890742949956
06035001047640025;CHIMBORAZO;01;04764;0025;,04;4;4; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;107,2167379237
06045001050040007;CHIMBORAZO;01;05004;0007;1,79;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,6310015015756
06045001051010001;CHIMBORAZO;01;05101;0001;4,72;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,7736483890981
06035001051270001;CHIMBORAZO;01;05127;0001;,99;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,5396216009311
06035001051270002;CHIMBORAZO;01;05127;0002;1;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,0601659680183
06035001051270009;CHIMBORAZO;01;05127;0009;,8;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70,8594767177137
06035001051270010;CHIMBORAZO;01;05127;0010;,68;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,08534947434511
06035001051270020;CHIMBORAZO;01;05127;0020;,32;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,64296880716206
06035001051270022;CHIMBORAZO;01;05127;0022;,12;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,8235435852815
06035001051270023;CHIMBORAZO;01;05127;0023;2,01;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,92581612285846
06016101053440022;CHIMBORAZO;01;05344;0022;,38;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,7846861817809
06045001054500008;CHIMBORAZO;01;05450;0008;,35;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,9751441443682
06045001054500013;CHIMBORAZO;01;05450;0013;,21;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;79,9144501307022
06045001054500026;CHIMBORAZO;01;05450;0026;,2;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,3395659763714
06045001054500028;CHIMBORAZO;01;05450;0028;,06;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,3760597095733
06045001054500029;CHIMBORAZO;01;05450;0029;,16;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,982700077344
06035401059720001;CHIMBORAZO;01;05972;0001;1,01;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,2987047870006
06035001059840002;CHIMBORAZO;01;05984;0002;1,03;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,6464521034285
06035001059840010;CHIMBORAZO;01;05984;0010;1,41;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,2067299858463
06035301059980001;CHIMBORAZO;01;05998;0001;17,3;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,6494738538652
06035301059980002;CHIMBORAZO;01;05998;0002;13,4;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,8418097282022
06015601060730006;CHIMBORAZO;01;06073;0006;,2;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,0371190533094
06015601060730007;CHIMBORAZO;01;06073;0007;,7;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,8775395174287
06015601060730008;CHIMBORAZO;01;06073;0008;,17;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,6859362307763
06015601060730009;CHIMBORAZO;01;06073;0009;,15;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,4167939537612
06015601060730019;CHIMBORAZO;01;06073;0019;,44;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;72,998313943894
06015601060730022;CHIMBORAZO;01;06073;0022;,32;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,7588754925847
06015601060730024;CHIMBORAZO;01;06073;0024;,5;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,7408381296672
06015601060730025;CHIMBORAZO;01;06073;0025;,26;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,1889201194073
06015601060730026;CHIMBORAZO;01;06073;0026;,6;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,3780757450484
06015601060730028;CHIMBORAZO;01;06073;0028;,4;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,8736789040355
06015601060730029;CHIMBORAZO;01;06073;0029;,25;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;58,1585427176364
06015601060730030;CHIMBORAZO;01;06073;0030;,25;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;122,51473589574
06015601060730031;CHIMBORAZO;01;06073;0031;,3;4;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,4217640048727
06015601061190001;CHIMBORAZO;01;06119;0001;1,72;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,8427069686501
06015601061190002;CHIMBORAZO;01;06119;0002;1;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,8829484126303
06015601061190005;CHIMBORAZO;01;06119;0005;,32;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,0718339051956
06015601061190006;CHIMBORAZO;01;06119;0006;,65;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,097466185349
06015601061190007;CHIMBORAZO;01;06119;0007;1;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;71,4887212924184
06015601061190008;CHIMBORAZO;01;06119;0008;,3;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;76,0977335019433
06015601061190009;CHIMBORAZO;01;06119;0009;,29;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;55,7499985040603
06015601061190010;CHIMBORAZO;01;06119;0010;,5;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;98,9532039764102
06015601061190011;CHIMBORAZO;01;06119;0011;,86;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,2433814657679
06015601061190012;CHIMBORAZO;01;06119;0012;,31;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,4006086554182
06015601061190013;CHIMBORAZO;01;06119;0013;,54;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;58,1483731083482
06015601061190014;CHIMBORAZO;01;06119;0014;,39;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,8009225493973
06015601061190015;CHIMBORAZO;01;06119;0015;,4;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,1585132443878
06015601063020001;CHIMBORAZO;01;06302;0001;,29;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,8869779581583
06015701064330008;CHIMBORAZO;01;06433;0008;,27;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,1749846393371
06015701064330009;CHIMBORAZO;01;06433;0009;,25;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,8814261312915
06015701064330011;CHIMBORAZO;01;06433;0011;,15;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,3803002205593
06015701064330015;CHIMBORAZO;01;06433;0015;,4;12;4;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;82,5045873534815
06015701064330019;CHIMBORAZO;01;06433;0019;,45;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,6762126771124
06015701064330029;CHIMBORAZO;01;06433;0029;,23;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,4613328309336
06035301066510001;CHIMBORAZO;01;06651;0001;4,79;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,4520545559758
06035401067390001;CHIMBORAZO;01;06739;0001;1,21;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,815420221271
06015601068280007;CHIMBORAZO;01;06828;0007;7,78;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,076116234343
06015601068290001;CHIMBORAZO;01;06829;0001;7,78;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,3312588586301
06035301068890002;CHIMBORAZO;01;06889;0002;1,73;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,7906231164471
06035301068890004;CHIMBORAZO;01;06889;0004;1,38;5;3;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,4609233091017
06035001069250001;CHIMBORAZO;01;06925;0001;,55;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;71,5214093222732
06035001069250008;CHIMBORAZO;01;06925;0008;1,45;6;1;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,0394251804082
06035001069250011;CHIMBORAZO;01;06925;0011;,96;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,4190615754975
06035401069380001;CHIMBORAZO;01;06938;0001;,68;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,4049020888569
06035401069380003;CHIMBORAZO;01;06938;0003;,13;7;1;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;88,2073913312243
06035401069380009;CHIMBORAZO;01;06938;0009;1,83;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,0359066826384
06035401069380010;CHIMBORAZO;01;06938;0010;,22;8; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,4701442943854
06035401069380011;CHIMBORAZO;01;06938;0011;,17;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,1852165475228
06035401069380016;CHIMBORAZO;01;06938;0016;,71;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,3936024244623
06035401069380020;CHIMBORAZO;01;06938;0020;,71;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,1650664237411
06035401069380024;CHIMBORAZO;01;06938;0024;,16;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,0234774677572
06015701070720002;CHIMBORAZO;01;07072;0002;,84;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,8274658361394
06015701070720004;CHIMBORAZO;01;07072;0004;2,3;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,5800898807305
06015701070720006;CHIMBORAZO;01;07072;0006;,25;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,9724451877719
06015701070720008;CHIMBORAZO;01;07072;0008;,1;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;82,5699634131911
06015701070720016;CHIMBORAZO;01;07072;0016;,21;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,4928699108795
06015701070720028;CHIMBORAZO;01;07072;0028;,1;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;58,2500692012298
06015701070720029;CHIMBORAZO;01;07072;0029;,69;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,1664510244018
06015701070720049;CHIMBORAZO;01;07072;0049;,52;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,4108815280201
06015701070720050;CHIMBORAZO;01;07072;0050;,1;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,2957734965292
06015601070740001;CHIMBORAZO;01;07074;0001;,52;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,5439488098691
06015601070740007;CHIMBORAZO;01;07074;0007;,4;10;4;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,9395329176093
06015601070740018;CHIMBORAZO;01;07074;0018;3,89;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,4601055703542
06015601070740019;CHIMBORAZO;01;07074;0019;,88;13;4;9;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,0135546848496
06035301072050009;CHIMBORAZO;01;07205;0009;1,28;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,9500776406936
06035301072050010;CHIMBORAZO;01;07205;0010;1,25;8;4;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,9171387307385
06035301072050011;CHIMBORAZO;01;07205;0011;1,24;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,4935330779734
06035301072050012;CHIMBORAZO;01;07205;0012;1,5;13;6;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,8858750823134
06035301072050018;CHIMBORAZO;01;07205;0018;1,05;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,865454504726732
06035001072500002;CHIMBORAZO;01;07250;0002;,65;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;58,3959081036589
06035001072500003;CHIMBORAZO;01;07250;0003;1,54;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,512084860639
06035101073940001;CHIMBORAZO;01;07394;0001;14,78;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,9829301848043
06035201074070001;CHIMBORAZO;01;07407;0001;,49;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,3196841719042
06035201074070002;CHIMBORAZO;01;07407;0002;2,58;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,0743073492545
06035201074100001;CHIMBORAZO;01;07410;0001;3,56;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,8173389392096
06035201074100002;CHIMBORAZO;01;07410;0002;4,72;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,727908450947
06035201074100004;CHIMBORAZO;01;07410;0004;,9;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,4388638937122
06035201075230001;CHIMBORAZO;01;07523;0001;,35;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,1678711727286
06035201075230005;CHIMBORAZO;01;07523;0005;3,12;8; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,1103895666406
06015701076700017;CHIMBORAZO;01;07670;0017;16,3;7; ;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,627690389236087
06015701077560005;CHIMBORAZO;01;07756;0005;16,3;7; ;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,31784201878297
06015701077600001;CHIMBORAZO;01;07760;0001;,34;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,6864596367789
06015701077600002;CHIMBORAZO;01;07760;0002;16,3;7; ;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,20722320987356
06035201078000004;CHIMBORAZO;01;07800;0004;,57;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,2400248789889
06035201078000020;CHIMBORAZO;01;07800;0020;,21;7;3;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,2378004034779
06035201078000026;CHIMBORAZO;01;07800;0026;,7;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,364238046953337
06035201078000027;CHIMBORAZO;01;07800;0027;,36;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,8536944795715
06035201078000030;CHIMBORAZO;01;07800;0030;,26;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,898977500331
