Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vm_numl;vm_k821;vm_k822;vm_k823;vm_k824;vm_k825;vm_k826;vm_k827;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;va_nacidos;vm_subtmachos;vm_subthembras;TOTAL;fact_exp_fin
08065302050930004;ESMERALDAS;02;05093;0004;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,2806529692691
08065302050930004;ESMERALDAS;02;05093;0004;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,2806529692691
08065302050930004;ESMERALDAS;02;05093;0004;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,2806529692691
08065302050930004;ESMERALDAS;02;05093;0004;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,2806529692691
08065302050930004;ESMERALDAS;02;05093;0004;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,2806529692691
08065302050930004;ESMERALDAS;02;05093;0004;6;120;55; ; ;65; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;120;55;65;120;5,2806529692691
08016302051790003;ESMERALDAS;02;05179;0003;1;3;3; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;3; ;3;,876809242701883
08016302051790003;ESMERALDAS;02;05179;0003;2;3;3; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;3; ;3;,876809242701883
08016302051790003;ESMERALDAS;02;05179;0003;3;1; ; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;1;1;,876809242701883
08016302051790003;ESMERALDAS;02;05179;0003;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,876809242701883
08016302051790003;ESMERALDAS;02;05179;0003;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,876809242701883
08016302051790003;ESMERALDAS;02;05179;0003;6; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,876809242701883
08016302051790005;ESMERALDAS;02;05179;0005;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;67,2015769944603
08016302051790005;ESMERALDAS;02;05179;0005;2;1;1; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;1; ;1;67,2015769944603
08016302051790005;ESMERALDAS;02;05179;0005;3;1; ; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;1;1;67,2015769944603
08016302051790005;ESMERALDAS;02;05179;0005;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;67,2015769944603
08016302051790005;ESMERALDAS;02;05179;0005;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;67,2015769944603
08016302051790005;ESMERALDAS;02;05179;0005;6; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;67,2015769944603
08016302051790011;ESMERALDAS;02;05179;0011;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,434645134971445
08016302051790011;ESMERALDAS;02;05179;0011;2;1; ; ; ; ; ;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;1;1;,434645134971445
08016302051790011;ESMERALDAS;02;05179;0011;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,434645134971445
08016302051790011;ESMERALDAS;02;05179;0011;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,434645134971445
08016302051790011;ESMERALDAS;02;05179;0011;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,434645134971445
08016302051790011;ESMERALDAS;02;05179;0011;6;10; ; ; ;10; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10; ;10;10;,434645134971445
08075102052290001;ESMERALDAS;02;05229;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,428552078548
08075102052290001;ESMERALDAS;02;05229;0001;2;4; ; ; ; ; ;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;4;4;10,428552078548
08075102052290001;ESMERALDAS;02;05229;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,428552078548
08075102052290001;ESMERALDAS;02;05229;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,428552078548
08075102052290001;ESMERALDAS;02;05229;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,428552078548
08075102052290001;ESMERALDAS;02;05229;0001;6; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,428552078548
08075102052290002;ESMERALDAS;02;05229;0002;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,0247818488125
08075102052290002;ESMERALDAS;02;05229;0002;2;10; ; ; ; ; ;10; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;10;10;20,0247818488125
08075102052290002;ESMERALDAS;02;05229;0002;3;2; ;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;2; ;2;20,0247818488125
08075102052290002;ESMERALDAS;02;05229;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,0247818488125
08075102052290002;ESMERALDAS;02;05229;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,0247818488125
08075102052290002;ESMERALDAS;02;05229;0002;6; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,0247818488125
08015402053840001;ESMERALDAS;02;05384;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;0
08015402053840001;ESMERALDAS;02;05384;0001;2;15;15; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;15; ;15;0
08015402053840001;ESMERALDAS;02;05384;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;0
08015402053840001;ESMERALDAS;02;05384;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;0
08015402053840001;ESMERALDAS;02;05384;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;0
08015402053840001;ESMERALDAS;02;05384;0001;6;132;75; ; ;57; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;132;75;57;132;0
08015402053840002;ESMERALDAS;02;05384;0002;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;4,57272533420967
08015402053840002;ESMERALDAS;02;05384;0002;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;4,57272533420967
08015402053840002;ESMERALDAS;02;05384;0002;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;4,57272533420967
08015402053840002;ESMERALDAS;02;05384;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;4,57272533420967
08015402053840002;ESMERALDAS;02;05384;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;4,57272533420967
08015402053840002;ESMERALDAS;02;05384;0002;6;10;10; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10;10; ;10;4,57272533420967
08065002054080001;ESMERALDAS;02;05408;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;19,6590665650319
08065002054080001;ESMERALDAS;02;05408;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;19,6590665650319
08065002054080001;ESMERALDAS;02;05408;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;19,6590665650319
08065002054080001;ESMERALDAS;02;05408;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;19,6590665650319
08065002054080001;ESMERALDAS;02;05408;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;19,6590665650319
08065002054080001;ESMERALDAS;02;05408;0001;6;3;2; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;2;1;3;19,6590665650319
08065002054080004;ESMERALDAS;02;05408;0004;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;17,7862016280713
08065002054080004;ESMERALDAS;02;05408;0004;2;4; ; ; ; ; ;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;4;4;17,7862016280713
08065002054080004;ESMERALDAS;02;05408;0004;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;17,7862016280713
08065002054080004;ESMERALDAS;02;05408;0004;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;17,7862016280713
08065002054080004;ESMERALDAS;02;05408;0004;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;17,7862016280713
08065002054080004;ESMERALDAS;02;05408;0004;6;11;11; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11;11; ;11;17,7862016280713
08075202055510002;ESMERALDAS;02;05551;0002;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;23,4422648994009
08075202055510002;ESMERALDAS;02;05551;0002;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;23,4422648994009
08075202055510002;ESMERALDAS;02;05551;0002;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;23,4422648994009
08075202055510002;ESMERALDAS;02;05551;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;23,4422648994009
08075202055510002;ESMERALDAS;02;05551;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;23,4422648994009
08075202055510002;ESMERALDAS;02;05551;0002;6;3;3; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;3; ;3;23,4422648994009
08025902056380001;ESMERALDAS;02;05638;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;29,5658439443393
08025902056380001;ESMERALDAS;02;05638;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;29,5658439443393
08025902056380001;ESMERALDAS;02;05638;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;29,5658439443393
08025902056380001;ESMERALDAS;02;05638;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;29,5658439443393
08025902056380001;ESMERALDAS;02;05638;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;29,5658439443393
08025902056380001;ESMERALDAS;02;05638;0001;6;3;2; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;2;1;3;29,5658439443393
08075202056990003;ESMERALDAS;02;05699;0003;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;71,6512999173883
08075202056990003;ESMERALDAS;02;05699;0003;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;71,6512999173883
08075202056990003;ESMERALDAS;02;05699;0003;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;71,6512999173883
08075202056990003;ESMERALDAS;02;05699;0003;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;71,6512999173883
08075202056990003;ESMERALDAS;02;05699;0003;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;71,6512999173883
08075202056990003;ESMERALDAS;02;05699;0003;6;3;2; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;2;1;3;71,6512999173883
08015402058580005;ESMERALDAS;02;05858;0005;1;80; ;80; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;80; ;80;7,89978362093651
08015402058580005;ESMERALDAS;02;05858;0005;2;4; ;4; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;4; ;4;7,89978362093651
08015402058580005;ESMERALDAS;02;05858;0005;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;7,89978362093651
08015402058580005;ESMERALDAS;02;05858;0005;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;7,89978362093651
08015402058580005;ESMERALDAS;02;05858;0005;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;7,89978362093651
08015402058580005;ESMERALDAS;02;05858;0005;6; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;7,89978362093651
08025902059400001;ESMERALDAS;02;05940;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;29,5658439443393
08025902059400001;ESMERALDAS;02;05940;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;29,5658439443393
08025902059400001;ESMERALDAS;02;05940;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;29,5658439443393
08025902059400001;ESMERALDAS;02;05940;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;29,5658439443393
08025902059400001;ESMERALDAS;02;05940;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;29,5658439443393
08025902059400001;ESMERALDAS;02;05940;0001;6;3;2; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;2;1;3;29,5658439443393
08075202060300002;ESMERALDAS;02;06030;0002;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;34,39394626045
08075202060300002;ESMERALDAS;02;06030;0002;2;1; ; ; ; ; ;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;1;1;34,39394626045
08075202060300002;ESMERALDAS;02;06030;0002;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;34,39394626045
08075202060300002;ESMERALDAS;02;06030;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;34,39394626045
08075202060300002;ESMERALDAS;02;06030;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;34,39394626045
08075202060300002;ESMERALDAS;02;06030;0002;6;3; ; ; ;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3; ;3;3;34,39394626045
08075202060300003;ESMERALDAS;02;06030;0003;1;11; ;11; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;11; ;11;2,0100441890364
08075202060300003;ESMERALDAS;02;06030;0003;2;2; ;1; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;1;1;2;2,0100441890364
08075202060300003;ESMERALDAS;02;06030;0003;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;2,0100441890364
08075202060300003;ESMERALDAS;02;06030;0003;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;2,0100441890364
08075202060300003;ESMERALDAS;02;06030;0003;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;2,0100441890364
08075202060300003;ESMERALDAS;02;06030;0003;6;15;7; ; ;8; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15;7;8;15;2,0100441890364
08035302061140001;ESMERALDAS;02;06114;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;16,813315241375
08035302061140001;ESMERALDAS;02;06114;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;16,813315241375
08035302061140001;ESMERALDAS;02;06114;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;16,813315241375
08035302061140001;ESMERALDAS;02;06114;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;16,813315241375
08035302061140001;ESMERALDAS;02;06114;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;16,813315241375
08035302061140001;ESMERALDAS;02;06114;0001;6;4;2; ; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4;2;2;4;16,813315241375
08035602064050001;ESMERALDAS;02;06405;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;61,7404388249439
08035602064050001;ESMERALDAS;02;06405;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;61,7404388249439
08035602064050001;ESMERALDAS;02;06405;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;61,7404388249439
08035602064050001;ESMERALDAS;02;06405;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;61,7404388249439
08035602064050001;ESMERALDAS;02;06405;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;61,7404388249439
08035602064050001;ESMERALDAS;02;06405;0001;6;15;12; ; ;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15;12;3;15;61,7404388249439
08035602064050002;ESMERALDAS;02;06405;0002;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;9,79019539443009
08035602064050002;ESMERALDAS;02;06405;0002;2;3;1; ; ; ; ;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;1;2;3;9,79019539443009
08035602064050002;ESMERALDAS;02;06405;0002;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;9,79019539443009
08035602064050002;ESMERALDAS;02;06405;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;9,79019539443009
08035602064050002;ESMERALDAS;02;06405;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;9,79019539443009
08035602064050002;ESMERALDAS;02;06405;0002;6;23;10; ; ;13; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23;10;13;23;9,79019539443009
08065002064300001;ESMERALDAS;02;06430;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;59,0828554136955
08065002064300001;ESMERALDAS;02;06430;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;59,0828554136955
08065002064300001;ESMERALDAS;02;06430;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;59,0828554136955
08065002064300001;ESMERALDAS;02;06430;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;59,0828554136955
08065002064300001;ESMERALDAS;02;06430;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;59,0828554136955
08065002064300001;ESMERALDAS;02;06430;0001;6;2;1; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2;1;1;2;59,0828554136955
08065002064300002;ESMERALDAS;02;06430;0002;1;5; ; ; ; ;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;5;5;40,5096284453605
08065002064300002;ESMERALDAS;02;06430;0002;2;6;2; ; ;1; ;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;2;4;6;40,5096284453605
08065002064300002;ESMERALDAS;02;06430;0002;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;40,5096284453605
08065002064300002;ESMERALDAS;02;06430;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;40,5096284453605
08065002064300002;ESMERALDAS;02;06430;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;40,5096284453605
08065002064300002;ESMERALDAS;02;06430;0002;6;9;5; ; ;4; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9;5;4;9;40,5096284453605
08065102066560001;ESMERALDAS;02;06656;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;27,0527472090705
08065102066560001;ESMERALDAS;02;06656;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;27,0527472090705
08065102066560001;ESMERALDAS;02;06656;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;27,0527472090705
08065102066560001;ESMERALDAS;02;06656;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;27,0527472090705
08065102066560001;ESMERALDAS;02;06656;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;27,0527472090705
08065102066560001;ESMERALDAS;02;06656;0001;6;4;4; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4;4; ;4;27,0527472090705
08065102066560002;ESMERALDAS;02;06656;0002;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;8,27496870543389
08065102066560002;ESMERALDAS;02;06656;0002;2;10; ; ; ; ; ;10; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;10;10;8,27496870543389
08065102066560002;ESMERALDAS;02;06656;0002;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;8,27496870543389
08065102066560002;ESMERALDAS;02;06656;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;8,27496870543389
08065102066560002;ESMERALDAS;02;06656;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;8,27496870543389
08065102066560002;ESMERALDAS;02;06656;0002;6;41;16; ; ;25; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41;16;25;41;8,27496870543389
08075202067780006;ESMERALDAS;02;06778;0006;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;25,734877091033
08075202067780006;ESMERALDAS;02;06778;0006;2;1;1; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;1; ;1;25,734877091033
08075202067780006;ESMERALDAS;02;06778;0006;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;25,734877091033
08075202067780006;ESMERALDAS;02;06778;0006;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;25,734877091033
08075202067780006;ESMERALDAS;02;06778;0006;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;25,734877091033
08075202067780006;ESMERALDAS;02;06778;0006;6; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;25,734877091033
08075202067850002;ESMERALDAS;02;06785;0002;1;6; ;2; ; ; ;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;2;4;6;44,05529753958
08075202067850002;ESMERALDAS;02;06785;0002;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;44,05529753958
08075202067850002;ESMERALDAS;02;06785;0002;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;44,05529753958
08075202067850002;ESMERALDAS;02;06785;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;44,05529753958
08075202067850002;ESMERALDAS;02;06785;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;44,05529753958
08075202067850002;ESMERALDAS;02;06785;0002;6; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;44,05529753958
08065302069660001;ESMERALDAS;02;06966;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,4033460569394
08065302069660001;ESMERALDAS;02;06966;0001;2;20; ; ; ; ; ;20; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;20;20;20,4033460569394
08065302069660001;ESMERALDAS;02;06966;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,4033460569394
08065302069660001;ESMERALDAS;02;06966;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,4033460569394
08065302069660001;ESMERALDAS;02;06966;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,4033460569394
08065302069660001;ESMERALDAS;02;06966;0001;6;20;10; ; ;10; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;20;10;10;20;20,4033460569394
08075202073760004;ESMERALDAS;02;07376;0004;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,8627660450279
